1.000000000000000056e-01,2.000000000000000111e-01,2.999999999999999889e-01,-4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.999999999999999556e-01
-4.046609821568225573e-02,5.953390178431774982e-02,3.376245517362679860e-01,-5.160951445676409399e-01,4.061335264336864426e-01,4.485799212322924001e-01,6.669122810749464891e-01
5.898921375853141691e-03,1.058989213758531472e-01,3.297666965881357326e-01,-4.966869677076935496e-01,4.388613006254525328e-01,4.852431453596767752e-01,6.930004875691059274e-01
-9.394308396352801793e-03,9.060569160364720376e-02,3.366047549251633964e-01,-5.214546138470176340e-01,4.274291807285200973e-01,4.643344929059649573e-01,6.916077018041840718e-01
1.230026206820268239e-02,1.123002620682026914e-01,3.382559303640699788e-01,-5.321466191264789813e-01,4.421341517942864452e-01,4.719483140387820130e-01,7.106533752907645551e-01
2.046813659269047098e-03,1.020468136592690561e-01,3.439232243908899589e-01,-5.531805302461008100e-01,4.342512620489016872e-01,4.548740603469231258e-01,7.113695470934520149e-01
2.424864198385328490e-02,1.242486419838532974e-01,3.472690764492287196e-01,-5.664550981753846415e-01,4.497802114908434623e-01,4.592894446399351516e-01,7.323508270334014858e-01
1.365904550954507961e-02,1.136590455095450869e-01,3.526156847359510071e-01,-5.863473094667772667e-01,4.416415944767594914e-01,4.414709353233782219e-01,7.324924054854033972e-01
3.579160561556406911e-02,1.357916056155640816e-01,3.571677076347337110e-01,-5.997916582517475170e-01,4.576759057574634193e-01,4.432258230818289513e-01,7.541484211523969972e-01
2.536864039311981234e-02,1.253686403931198179e-01,3.620985344771565639e-01,-6.184145241387666303e-01,4.496181406024765681e-01,4.250969043697482852e-01,7.539547862042987880e-01
4.759722695881687948e-02,1.475972269588168850e-01,3.679422985164321203e-01,-6.322414979403576663e-01,4.662247632622957272e-01,4.239520564052506879e-01,7.764465390066190853e-01
3.724480494346255055e-02,1.372448049434625561e-01,3.724204888761077914e-01,-6.496810241812845943e-01,4.581551324689572824e-01,4.054718315793810479e-01,7.758258596561515841e-01
5.963910350938209093e-02,1.596391035093820965e-01,3.795955395694529111e-01,-6.638734646775992232e-01,4.753379360803549059e-01,4.012108191314923133e-01,7.991579138831711449e-01
4.933127066843201458e-02,1.493312706684320201e-01,3.835720486919990124e-01,-6.801777939743888224e-01,4.672178507486981491e-01,3.823903080535312471e-01,7.980537249834153135e-01
7.193462566559415128e-02,1.719346256655941430e-01,3.921125594228695999e-01,-6.946957781957163736e-01,4.849531517126700053e-01,3.747645244489329341e-01,8.221922252616733484e-01
6.166702047783410162e-02,1.616670204778341002e-01,3.955332751239384326e-01,-7.098970724238724550e-01,4.767643784036822985e-01,3.556278982832024593e-01,8.205586538242802819e-01
8.448032672572157453e-02,1.844803267257215662e-01,4.054435489785432889e-01,-7.246404062257634227e-01,4.949845127720133853e-01,3.444059321389841832e-01,8.453983694452343878e-01
7.427605859967909008e-02,1.742760585996790956e-01,4.082537379843137471e-01,-7.387558694008617977e-01,4.867358279117806608e-01,3.249946356775519352e-01,8.432066995407354604e-01
9.725089140737350202e-02,1.972508914073735076e-01,4.194851006513123370e-01,-7.535474475773911163e-01,5.053204528089815240e-01,3.100280789174397200e-01,8.685543726054367752e-01
8.715823533265293355e-02,1.871582353326529391e-01,4.216358709480402811e-01,-7.665854111662446790e-01,4.970479048923439058e-01,2.903987671882174992e-01,8.657965628593576879e-01
1.101964620317231608e-01,2.101964620317231802e-01,4.340652949010062600e-01,-7.811629259974659512e-01,5.158242718993893972e-01,2.717102192754438650e-01,8.913676564657120327e-01
1.002801274642979301e-01,2.002801274642979634e-01,4.355205642763919083e-01,-7.931325090092482544e-01,5.075856481891941607e-01,2.519279800781562551e-01,8.880570655975548178e-01
1.232456253740043250e-01,2.232456253740043584e-01,4.489434668327567102e-01,-8.071632823676258006e-01,5.263445557713322120e-01,2.297962456274480481e-01,9.135000628774139209e-01
1.135705733092149533e-01,2.135705733092149727e-01,4.496846171175623574e-01,-8.180859677710008437e-01,5.182065122302246252e-01,2.099227268545143799e-01,9.096668405162781079e-01
1.363110616858298485e-01,2.363110616858298818e-01,4.638325136111002833e-01,-8.312123049491437765e-01,5.367322700104258937e-01,1.849227412899663858e-01,9.346170666179569597e-01
1.269246809361382899e-01,2.269246809361383233e-01,4.638582611699523239e-01,-8.411304505027659140e-01,5.287545310885055638e-01,1.650041678111832666e-01,9.302993162809386485e-01
1.492923245518765207e-01,2.492923245518765540e-01,4.784391201415530426e-01,-8.530357066495044549e-01,5.468555758192529259e-01,1.379660394263307333e-01,9.544430402322160445e-01
1.402159321749497090e-01,2.402159321749497423e-01,4.777618190233974826e-01,-8.620128324382618779e-01,5.390816494771666356e-01,1.180293034413960329e-01,9.496798151213317052e-01
